Translated Question,Translated Desired Answer,Translated Student Answer,Average Score
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort taa yɛ recursive sorting kwan a wokyekyɛ elements a wobɛhyehyɛ no mu mmienu mpɛn pii. Afei wohyehyɛ nkyerɛwde ketewaa no, afei woyɛ adwuma kɔ soro, na wohyehyɛ emu biara kosi sɛ wɔbɛhyehyɛ ne nyinaa.",2.5
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","kɔ list no mfinimfini, hwɛ sɛ ɛsõ anaasɛ ɛsua sen bo a wɔde ama no na ɔfa list no mu sɛnea ɛfata de bo no ka beae a ɛfata.",1.875
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",selection sort hwehwɛ element a ɛba fam koraa wɔ data set no mu na ɛde si pivot point no akyi.,4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort iterates through the array element one at a time, hwehwɛ boɔ a ɛsua koraa firi nifa so na ɛde mprempren boɔ no si ananmu.",4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort traverses unsorted array hwehwɛ value ketewaa, bere a wohu no wɔde to unsorted array no mfiase. Sɛ wɔyɛ no mpɛn pii a, eyi bɛma wɔayɛ nhyehyɛe a wɔahyehyɛ.",5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",ɛtu mmirika fa list no mu na ɛhwehwɛ boɔ a ɛsua (anaasɛ kɛseɛ) na ɛde si beaeɛ a ɛfata,4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","paw nɔma bi, na fa botae a ennu saa nɔma no nyinaa si benkum so, bere a nɔma a ɛwɔ saa nɔma no nifa so nyinaa yɛ kɛse.",3.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",Ɛfa adeɛ kɛseɛ a ɛwɔ unsorted array no mu na ɛsesa no ne adeɛ a ɛtwa toɔ wɔ unsorted array no mu.,4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","denam ade a edi kan a wobɛpaw na wode atoto nneɛma a edi hɔ no ho na woahu biako a ɛyɛ ketewaa no so, sɛ ɛyɛ saa a, ɛsakra abien no. afei ɛsan ba ɔkwan foforo so na ɛhwɛ sɛ nneɛma a edi nea etwa to no anim no yɛ kɛse anaa, sɛ ɛyɛ saa a ɛsesa wɔn. ɛyɛ eyi bere a ɛtew baabi a ɛhwɛ no so kosi sɛ ebewie wɔ mfinimfini no.",2.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sorts yɛ adwuma denam list pɔtee bi a wobɛfa so. Kɔ list a wɔanhyehyɛ no mu na ɔpaw ade kɛse a ɛwɔ list no mu na ɔde gu nhyehyɛe a wɔahyehyɛ mu. Arrays abien na ɛwɔ hɔ, a wɔanhyehyɛ na wɔahyehyɛ. Wie anammɔn yi kosi sɛ wobɛhyehyɛ nea wɔahyehyɛ no.",4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","selection sort yɛ adwuma denam twetwe values no nyinaa kɔ nkyɛn, gyaw value biako wɔ list no mu. Afei ɛde botae bi bɛhyɛ list no mu. sɛ boɔ no yɛ kɛseɛ a ɛbɛkɔ nifa, sɛ ketewa a ɛbɛkɔ benkum.",2.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",selection sort hwehwɛ data ahyehyɛde a aka no mu ade ketewaa bi na ɛde si data ahyehyɛde foforo no beae kɛse,4.375
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","Selection sort hyehyɛ array element biako wɔ bere bi mu. Ɛdi kan hwehwɛ element a ɛwɔ safoa ketewaa no na ɛde kɔ beaeɛ a ɛdi kan wɔ ne array anaa list no mu, afei ɛhwehwɛ ketewaa a ɛdi hɔ no na ɛde kɔ beaeɛ a ɛtɔ so mmienu, ne nea ɛkeka ho.",5.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","paw element bi fa toto 2nd element ho sɛ ɛyɛ kɛse a, sesa no",2.75
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","ɛpaw element ketewaa bi wɔ list bi mu na ɛsesa no de element no wɔ ne gyinabea a ɛfata, afei ɛpaw ketewaa a edi hɔ no na ɛyɛ saa ara...",4.625
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",Efi ase wɔ element a edi kan no so na ɛde element ketewaa bi a wohu wɔ nifa so no si ananmu. Afei ɛne element a edi hɔ a ɛwɔ list no mu no san yɛ bio.,4.625
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","selection sort yɛ bere a wopaw data member bi na wode to array foforo mu, afei wopaw data member foforo na wode si nhyehyɛe mu ne array foforo no, afei wopaw foforo na wode hyɛ beae a ɛfata wɔ array foforo no mu, etc etc",3.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.","ɛhwehwɛ wɔ data set no nyinaa mu hwehwɛ element a eye sen biara a ɛbɛkɔ wɔ mprempren gyinabea no, afei ɛkɔ soro gyinabea bi na ɛhwehwɛ wɔ set no nkae no mu hwehwɛ element a eye sen biara ma gyinabea foforo no.",4.0
"Ne tiawa mu no, ɔkwan bɛn so na nhyehyɛe a wɔpaw no yɛ adwuma?","Ɛpaw nea esua koraa fi nhyehyɛe bi mu na ɛde si gyinabea a edi kan no so, afei ɛpaw nea esua koraa fi nhyehyɛe no nkae no mu na ɛde si gyinabea a ɛto so abien no so, ne nea ɛkeka ho.",selection sort iterates through the array one element @ bere bi a ɛhwehwɛ nea ɛfata na ɛde mprempren bo a ɛsom no si ananmu.,4.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Link list betumi anyin akɔ kɛse a enni ano sɛnea array wɔ fixes kɛse.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Mfaso a ɛwɔ linked lists so ne sɛ ɛnyɛ anohyeto wɔ ne kɛse mu te sɛ arrays.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",link lists dont wɔ kɛse a wɔahyɛ da ayɛ,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked Lists betumi ayɛ nea ne kɛse sesa, baabi a arrays wɔ kɛse a wɔahyɛ da ayɛ.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked lists nni kɛse pɔtee bi. Wobetumi ayɛ akɛse anaa nketewa sɛnea ɛho hia, na enhia sɛ wɔkyekyɛ memory foforo ma element ahorow a wunhia. Ɛsɛ sɛ wɔkyerɛkyerɛ arrays kɛse mu.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","a linked list has a dynamic size , nanso array bi wɔ kɛseɛ a wɔahyɛ da ayɛ nko ara na ɛgye allot of extra operations de ma ne kɛseɛ kɔ soro.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Ɛho nhia sɛ wudi kan kyerɛ wo list kɛse sɛnea woyɛ wɔ arrays ho no. Linked list wɔ tumi a ɛyɛ kɛse sɛnea wopɛ sɛ wɔde memory ka ho sɛnea ɛho hia.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Mfaso titiriw a ɛwɔ linked list so ne sɛ ebetumi ama wɔayɛ nsakrae wɔ ne kɛse mu wɔ runtime mu.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Linked lists tumi nyin wɔ ne kɛse mu. Enti wobetumi de element ahorow aka list no ho.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked lists nyɛ kɛse pɔtee bi nko, na ebetumi ama elements aka ho na wɔayi afi hɔ a ɛyɛ mmerɛw koraa. Ɛnyɛ den nso sɛ wobɛfa so.",4.75
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Bere tenten biara nni hɔ a wɔahyɛ ato hɔ,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Nneɛma a wɔde hyɛ linked list mu no bo yɛ mmerɛw koraa sen nea wɔde hyɛ array mu. Na array, nneɛma nyinaa akyi nea wɔde rehyɛ mu no ɛsɛ sɛ me shifted, ne linked list, pointers nkutoo na wɔsesa.",4.5
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Ebia wɔbɛma list ahorow a wɔde abɔ mu no anyin wɔ ɔkwan a ɛyɛ nnam so.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked lists yɛ dynamic paa wɔ sɛdeɛ ɛtumi sesa na wɔde ka ho/yi firi mu ntɛmntɛm ɛfiri sɛ ɛnyɛ linear wɔ memory mu. Wɔadi kan akyerɛ arrays no kɛse sɛ wɔbɛtow agu disk space dodow bi so. Wei ma ɛyɛ den sɛ wode bɛhyɛ Arrays mu ɛfiri sɛ ɛsɛ sɛ wɔsesa elements nyinaa, na sɛ woduru array no awieeɛ a, sɛ wowɔ data pii a wode bɛhyɛ mu mpo a, woawie. Linked Lists ntumi nkɔ saa ɔhaw ahorow yi mu.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","linked lists wɔ kɛse a enni ano, bere a arrays yɛ kɛse pɔtee.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked lists nni tenten biara a wɔahyɛ ato hɔ, na enti ɛkame ayɛ sɛ wubetumi anya nneɛma a anohyeto nni mu wɔ saa list no mu.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Wɔnyin ntɛmntɛm, ɛnte sɛ fixed size array no",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","wobɛtumi de nodes dodoɔ biara a wopɛ aka ho a ɛho nhia sɛ wokyerɛ list size, sɛ array bi yɛ kɛseɛ dodo a ɛsɛ sɛ wo copy ne mu nsɛm nyinaa kɔ array kɛseɛ foforɔ mu na woanya space pii",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Linkded list nni ne kɛse a wɔahyɛ ato hɔ. Arrays wɔ kɛse a wɔahyɛ da ayɛ.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Linked lists wɔ dynamic size, baabi a as arrays wɔ static size.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",linked lists nni memory constraint biara sɛ total memory,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Mfasoɔ titire a ɛwɔ linked lists so wɔ arrays so ne sɛ ɛtumi yɛ akɛseɛ anaa nketewa berɛ a wɔde data ka ho na wɔyi firi list no mu, berɛ a arrays betumi asɛe memory ama data sets nketewa, na asa baabi a ɛwɔ data sets akɛseɛ.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","Array wɔ fixed size, wɔ Link List mu no wɔyɛ flexible ma element bi a wɔde ka ho anaasɛ wɔpopa.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",wɔyɛ nea wotumi sesa wɔn kɛse,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",Wobetumi de linked lists akyekyɛ dynamically na wɔn kɛse betumi asesa sɛnea ɛho hia.,5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","enhia sɛ linked lists nya kɛse pɔtee bi, ɛyɛ mmerɛw sɛ wode bɛka ho na woayi afi mu",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.","wɔn dont wɔ fixed size, shiftnig biara nhia sɛ wɔyɛ ma insertion / deletion.",5.0
Mfaso bɛn na ɛwɔ linked lists so sen arrays?,"Linked lists yɛ dynamic structures, a ɛma wotumi de nneɛma dodow a ɛsakra sie.",linked list pii be dynamically nyin. Enni anohyeto,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Data nhyehyeɛ wɔ C++ mu a element a ɛdi kan wɔ queue no mu no yɛ element a ɛdi kan a wɔayi afiri queue no mu.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ abstract data type a ɛyɛ adwuma wɔ list no awiei abien no nyinaa na ɛda first-in first-out suban adi.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Nea edi kan wɔ mu kan fi adi.,4.5
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"Queue yɛ abstract data type a ɛfa element bi a wɔde bɛto list no akyi. Queues de FIFO, first in first out, adwene a ɛwɔ baabi a element a edi kan wɔ list no mu ne nea edi kan a ɛba no di dwuma.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"Data nhyehyɛe a ɛde di dwuma kan wɔ mu, kan fi adi. Element a ɛwɔ hɔ akyɛ sen biara no ne nea edi kan a wɔsom.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,data nhyehyeɛ a ɛde elements hyɛ n’awieɛ na ɛyi elements firi anim.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ nneɛma a wɔaboaboa ano a ɛwɔ su a ɛne first in first out (FIFO). Ade a edi kan a ɛba mu ne ade a edi kan a ɛba mu. Wɔde nneɛma foforo nyinaa aka nea wɔahyehyɛ no awiei.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"Queue yɛ data nhyehyeɛ a ɛde data hyɛ FIFO nhyehyeɛ mu, kyerɛ sɛ, data a wɔde kɔ nhyehyeɛ no mu no wɔ n&#39;awieɛ berɛ biara, na data a wɔfa no firi mfitiaseɛ berɛ biara.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Ɛyɛ entities pɔtee bi a wɔde ahyɛ nhyehyɛe pɔtee bi mu denam enqueue ne dequeue functions no so.,3.25
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ data type a ɛyɛ adwuma wɔ FILO (First In Last Out) kwan ase. Wei kyerɛ sɛ element a edi kan a wɔde hyɛ queue no mu no ne element a edi kan a wɔayi afi hɔ.,3.75
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,te sɛ linked list gye sɛ ɛyɛ nea edi kan wɔ last out,2.5
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue te sɛ stack gye sɛ ɛdi FIFO (First in first out) akyi.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ data nhyehyeɛ a node a ɛdi kan a ɛkɔ mu no yɛ node a ɛdi kan a ɛfiri mu.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ First in First out data nhyehyɛe te sɛ line a wɔde yɛ sinidan. Adeɛ a ɛdi kan wɔ line mu ne adeɛ a ɛdi kan a wɔdi ho dwuma anaa wɔhyɛ ho mmara.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"its a lot like a stack, gye sɛ adeɛ a ɛdi kan a wɔde ahyɛ list no mu ne adeɛ a ɛdi kan a wɔbɛfa afiri list no mu.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"a first in first out list of items, te sɛ sɛ wode 5, 4, 3, 2, ne 1 to queue no mu a ɛbɛyɛ bere a wode dequeue nneɛma no ayi nneɛma no afi hɔ nnidiso nnidiso sɛnea wɔde ahyɛ mu no, enti ɛnam saa kwan yi so no ɛbɛtow, . 5, 4, 3, 2, ne 1 wɔ saa nnidiso nnidiso no pɛpɛɛpɛ.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"List a ɛwɔ link a ɛwɔ First In, Out structure dequeue wɔ list enqueue no ti wɔ list no awiei",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"nneɛma a edi mmara no akyi kan wɔ nea edi kan fi mu no din, titiriw no, nkyerɛwde a ɛwɔ nkitahodi a ɛkɔ nnidiso nnidiso sɛnea ade a edi kan wɔ nkyerɛwde no mu no ne nea edi kan a woyi fi hɔ.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Queue yɛ abstract data type a egyina off priniple a ɛne first in first out so. FIFO na ɛyɛ. Ade a edi kan a wɔde bɛhyɛ list no mu no bɛyɛ ade a edi kan a wobeyi afi mu.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,Ɛyɛ &quot;first in first out&quot; data nhyehyɛe. Wobetumi de adi dwuma denam linked list anaa array so.,5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"list a wɔahyehyɛ a ɛyɛ adwuma no nnidiso nnidiso sɛnea edi kan a ɛba kan fi adi. sɛ wode nneɛma ka ntonto no ho a, ɛde nneɛma si wɔn a aka no akyi. nneɛma a woyi fi ntonto no mu no gye nea watwɛn akyɛ sen biara no.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"Queue yɛ linear, nea edi kan a ɛba kan-fi data nhyehyɛe. Ɛsɛ sɛ wonya data no wɔ nhyehyɛe koro no ara a wɔde guu ntonto no mu no so, enti ade a akyɛ sen biara a ɛwɔ ntonto no mu nkutoo na wobetumi anya bere biara. Dwumadie titire a wɔakyerɛkyerɛ mu ne enqueue ne dequeue.",5.0
Dɛn ne ntonto?,Data nhyehyeɛ a ɛkora nneɛma a ɛdi kan in first out nnyinasosɛm no akyi. Dwumadi titiriw a ɛwɔ queue mu ne enqueue ne dequeue.,"Queue yɛ buffer, ɛdi mmara a ɛne First In ne First out akyi. Queue ho wɔ mfaso kɛse wɔ kɔmputa ho nyansahu mu ma nhyehyɛe .",5.0
